SeqName	SeqLength	HitStart	HitEnd	HitLength	PercentID	E-value
Chr06	84722326	4062626	4062734	109	100	3.00E-46
Chr06	84722326	9693184	9693296	113	98.2300885	1.00E-45
Chr06	84722326	6877620	6877730	111	97.2972973	6.00E-43
Chr06	84722326	6877620	6877730	111	97.2972973	6.00E-43
Chr06	84722326	4062526	4062629	104	98.07692308	9.00E-41
Chr06	84722326	69743615	69743719	105	97.14285714	1.00E-39
Chr06	84722326	69743615	69743719	105	97.14285714	1.00E-39
Chr06	84722326	1704135	1704251	117	88.23529412	2.00E-30
Chr06	84722326	63088013	63088130	118	86.55462185	8.00E-29
Chr06	84722326	65620798	65620906	109	88.0733945	3.00E-28
Chr06	84722326	65620798	65620906	109	88.0733945	3.00E-28
Chr06	84722326	74919518	74919700	183	77.04918033	3.00E-28
Chr06	84722326	78808630	78808724	95	91.57894737	1.00E-27
Chr06	84722326	78808630	78808724	95	91.57894737	1.00E-27
Chr06	84722326	62969477	62969565	89	93.25842697	3.00E-27
Chr06	84722326	62969477	62969565	89	93.25842697	3.00E-27
Chr06	84722326	69832246	69832341	96	91.66666667	3.00E-27
Chr06	84722326	62471895	62471981	87	91.95402299	2.00E-24
Chr06	84722326	80978576	80978726	151	79.375	2.00E-24
Chr06	84722326	68536152	68536287	136	80.88235294	6.00E-24
Chr06	84722326	46930232	46930336	105	84.76190476	1.00E-20
Chr06	84722326	71155539	71155631	93	79.6460177	1.00E-19
Chr06	84722326	67004556	67004629	74	92.10526316	5.00E-19
Chr06	84722326	67004556	67004629	74	92.10526316	5.00E-19
Chr06	84722326	4849217	4849292	76	90.78947368	2.00E-18
Chr06	84722326	67403509	67403612	104	83.48623853	2.00E-18
Chr06	84722326	67403509	67403612	104	83.48623853	2.00E-18
Chr06	84722326	74433964	74434024	61	98.36065574	2.00E-18
Chr06	84722326	14358342	14358415	74	91.89189189	6.00E-18
Chr06	84722326	7489981	7490041	61	96.72131148	2.00E-17
Chr06	84722326	83007468	83007544	77	89.74358974	2.00E-17
Chr06	84722326	75574940	75575036	97	83.16831683	7.00E-17
Chr06	84722326	14213854	14213979	126	79.6875	3.00E-15
Chr06	84722326	83007281	83007355	75	88	3.00E-15
Chr06	84722326	78189340	78189420	81	85.18518519	1.00E-14
Chr06	84722326	78189340	78189420	81	85.18518519	1.00E-14
Chr06	84722326	58706981	58707059	79	86.25	4.00E-14
Chr06	84722326	58706981	58707059	79	86.25	4.00E-14
Chr06	84722326	58707530	58707612	83	84.3373494	4.00E-14
Chr06	84722326	58707530	58707612	83	84.3373494	4.00E-14
Chr06	84722326	67004280	67004375	96	81.44329897	4.00E-14
Chr06	84722326	67004280	67004375	96	81.44329897	4.00E-14
Chr06	84722326	75076186	75076238	53	98.11320755	4.00E-14
Chr06	84722326	84321888	84321947	60	93.33333333	4.00E-14
Chr06	84722326	10758856	10758933	78	84.61538462	5.00E-13
Chr06	84722326	9078976	9079055	80	80	2.00E-12
Chr06	84722326	9160032	9160148	117	77.11864407	2.00E-12
Chr06	84722326	9160032	9160148	117	77.11864407	2.00E-12
Chr06	84722326	10758626	10758698	73	80.95238095	2.00E-12
Chr06	84722326	75782055	75782176	122	76	2.00E-12
Chr06	84722326	75782055	75782176	122	76	2.00E-12
Chr06	84722326	35867116	35867229	114	77.39130435	6.00E-12
Chr06	84722326	35867116	35867229	114	77.39130435	6.00E-12
Chr06	84722326	70547765	70547897	133	72.93233083	2.00E-11
Chr06	84722326	35918275	35918388	114	76.52173913	7.00E-11
Chr06	84722326	35918275	35918388	114	76.52173913	7.00E-11
Chr06	84722326	36011014	36011126	113	77.39130435	7.00E-11
Chr06	84722326	36011014	36011126	113	77.39130435	7.00E-11
Chr06	84722326	63087745	63087813	69	85.50724638	7.00E-11
Chr06	84722326	64309613	64309687	75	84.21052632	7.00E-11
Chr06	84722326	72065289	72065352	64	87.5	7.00E-11
Chr06	84722326	72065289	72065352	64	87.5	7.00E-11
Chr06	84722326	2418426	2418473	48	96	2.00E-10
Chr06	84722326	2418426	2418473	48	96	2.00E-10
Chr06	84722326	14358403	14358448	46	97.82608696	2.00E-10
Chr06	84722326	10278450	10278569	120	75.83333333	8.00E-10
Chr06	84722326	35871064	35871235	172	69.76744186	8.00E-10
Chr06	84722326	35871064	35871235	172	69.76744186	8.00E-10
Chr06	84722326	35911931	35912102	172	69.76744186	8.00E-10
Chr06	84722326	35911931	35912102	172	69.76744186	8.00E-10
Chr06	84722326	70242814	70242865	52	92.30769231	8.00E-10
Chr06	84722326	39240842	39240933	92	79.56989247	3.00E-09
Chr06	84722326	69834582	69834681	100	76	3.00E-09
Chr06	84722326	4559102	4559158	57	88.13559322	1.00E-08
Chr06	84722326	4559102	4559158	57	88.13559322	1.00E-08
Chr06	84722326	62969427	62969478	52	92.30769231	1.00E-08
Chr06	84722326	62969427	62969478	52	92.30769231	1.00E-08
Chr06	84722326	67110935	67111030	96	78.125	1.00E-08
Chr06	84722326	67110935	67111030	96	78.125	1.00E-08
Chr06	84722326	9693457	9693495	39	100	4.00E-08
Chr06	84722326	9693457	9693495	39	100	4.00E-08
Chr06	84722326	30529860	30529901	42	97.61904762	4.00E-08
Chr06	84722326	53066465	53066556	92	78.49462366	4.00E-08
Chr06	84722326	70242865	70242916	52	90.38461538	4.00E-08
Chr06	84722326	2546863	2546944	82	75.2688172	1.00E-07
Chr06	84722326	7519030	7519085	56	87.5	1.00E-07
Chr06	84722326	75925453	75925590	138	72.34042553	1.00E-07
Chr06	84722326	9163549	9163720	172	68.60465116	4.00E-07
Chr06	84722326	9163549	9163720	172	68.60465116	4.00E-07
Chr06	84722326	76474441	76474539	99	71.92982456	4.00E-07
Chr06	84722326	76474441	76474539	99	71.92982456	4.00E-07
Chr06	84722326	78808591	78808631	41	97.61904762	4.00E-07
Chr06	84722326	78808591	78808631	41	97.61904762	4.00E-07
Chr06	84722326	70268548	70268645	98	74.48979592	1.00E-06
Chr06	84722326	77536984	77537117	134	71.11111111	1.00E-06
Chr06	84722326	77536984	77537117	134	71.11111111	1.00E-06
Chr07	82690113	37547275	37547646	372	99.19354839	0
Chr07	82690113	37547275	37547646	372	99.19354839	0
Chr07	82690113	77429021	77429680	660	88.6002886	0
Chr07	82690113	12824805	12825120	316	99.6835443	6.00E-157
Chr07	82690113	37547645	37547907	263	98.85931559	2.00E-125
Chr07	82690113	11609865	11610136	272	92.09621993	3.00E-116
Chr07	82690113	17641394	17641638	245	98.7755102	1.00E-115
Chr07	82690113	17641394	17641638	245	98.7755102	1.00E-115
Chr07	82690113	40635810	40636022	213	99.53051643	5.00E-101
Chr07	82690113	40635810	40636022	213	99.53051643	5.00E-101
Chr07	82690113	21912171	21912400	230	96.52173913	6.00E-100
Chr07	82690113	79212670	79212995	326	85.15151515	3.00E-97
Chr07	82690113	79212670	79212995	326	85.15151515	3.00E-97
Chr07	82690113	1543178	1543435	258	87.64478764	2.00E-81
Chr07	82690113	5823709	5823869	161	99.37888199	9.00E-73
Chr07	82690113	73246746	73247117	372	75.12820513	1.00E-71
Chr07	82690113	73246746	73247117	372	75.12820513	1.00E-71
Chr07	82690113	77502533	77502707	175	96.02272727	1.00E-71
Chr07	82690113	60380042	60380346	305	80.51948052	4.00E-71
Chr07	82690113	60029599	60029768	170	95.29411765	2.00E-67
Chr07	82690113	67162229	67162432	204	88.0952381	3.00E-65
Chr07	82690113	67162229	67162432	204	88.0952381	3.00E-65
Chr07	82690113	77240982	77241252	271	78.8590604	5.00E-63
Chr07	82690113	60026054	60026211	158	94.30379747	4.00E-58
Chr07	82690113	12956623	12956777	155	93.5483871	1.00E-57
Chr07	82690113	12956623	12956777	155	93.5483871	1.00E-57
Chr07	82690113	77428768	77428916	149	94.63087248	5.00E-57
Chr07	82690113	77852162	77852306	145	94.48275862	7.00E-55
Chr07	82690113	77852162	77852306	145	94.48275862	7.00E-55
Chr07	82690113	12222735	12222879	145	93.79310345	3.00E-53
Chr07	82690113	12222735	12222879	145	93.79310345	3.00E-53
Chr07	82690113	2675866	2676074	209	84.36018957	2.00E-50
Chr07	82690113	27525285	27525414	130	94.61538462	8.00E-48
Chr07	82690113	82632183	82632319	137	93.57142857	3.00E-47
Chr07	82690113	8492815	8492959	145	89.65517241	4.00E-45
Chr07	82690113	8492815	8492959	145	89.65517241	4.00E-45
Chr07	82690113	30946293	30946578	286	76	4.00E-45
Chr07	82690113	30946293	30946578	286	76	4.00E-45
Chr07	82690113	12230919	12231087	169	83.52272727	2.00E-43
Chr07	82690113	77428916	77429027	112	96.46017699	8.00E-42
Chr07	82690113	1912784	1912907	124	91.93548387	3.00E-40
Chr07	82690113	12020965	12021124	160	85.27607362	1.00E-39
Chr07	82690113	76772190	76772425	236	75.49407115	1.00E-39
Chr07	82690113	60809948	60810109	162	84.3373494	4.00E-39
Chr07	82690113	3791056	3791185	130	86.23188406	6.00E-37
Chr07	82690113	3791056	3791185	130	86.23188406	6.00E-37
Chr07	82690113	11619481	11619696	216	74.89711934	6.00E-37
Chr07	82690113	11619481	11619696	216	74.89711934	6.00E-37
Chr07	82690113	7521788	7521950	163	81.3253012	4.00E-33
Chr07	82690113	30642527	30642656	130	86.92307692	4.00E-33
Chr07	82690113	75059971	75060170	200	76.61691542	1.00E-32
Chr07	82690113	10393407	10393568	162	80.58823529	2.00E-31
Chr07	82690113	11609767	11609851	85	97.64705882	2.00E-30
Chr07	82690113	10586496	10586589	94	93.61702128	7.00E-30
Chr07	82690113	10586496	10586589	94	93.61702128	7.00E-30
Chr07	82690113	78284127	78284450	324	69.23076923	8.00E-29
Chr07	82690113	28463445	28463532	88	93.18181818	1.00E-26
Chr07	82690113	12922494	12922579	86	93.02325581	1.00E-25
Chr07	82690113	12922494	12922579	86	93.02325581	1.00E-25
Chr07	82690113	17702104	17702421	318	71.13095238	2.00E-24
Chr07	82690113	60552181	60552323	143	77.63157895	2.00E-23
Chr07	82690113	60552181	60552323	143	77.63157895	2.00E-23
Chr07	82690113	28463279	28463373	95	86.31578947	9.00E-22
Chr07	82690113	28463279	28463373	95	86.31578947	9.00E-22
Chr07	82690113	28463153	28463227	75	93.50649351	3.00E-21
Chr07	82690113	79213194	79213284	91	87.91208791	3.00E-21
Chr07	82690113	79213194	79213284	91	87.91208791	3.00E-21
Chr07	82690113	12824894	12825058	165	75.90361446	1.00E-20
Chr07	82690113	14864572	14864674	103	85.4368932	1.00E-20
Chr07	82690113	1913319	1913407	89	87.64044944	4.00E-20
Chr07	82690113	14451840	14451958	119	80.46875	4.00E-20
Chr07	82690113	28327375	28327456	82	89.02439024	5.00E-19
Chr07	82690113	7522507	7522594	88	86.36363636	2.00E-18
Chr07	82690113	13870012	13870174	163	73.59550562	2.00E-18
Chr07	82690113	25758704	25758815	112	79.6460177	6.00E-18
Chr07	82690113	25758704	25758815	112	79.6460177	6.00E-18
Chr07	82690113	17079710	17079770	61	96.72131148	2.00E-17
Chr07	82690113	65953058	65953157	100	83.16831683	2.00E-17
Chr07	82690113	75955362	75955620	259	69.05660377	2.00E-17
Chr07	82690113	70573655	70573775	121	77.95275591	7.00E-17
Chr07	82690113	28327639	28327713	75	88.46153846	3.00E-16
Chr07	82690113	66606304	66606357	54	100	3.00E-16
Chr07	82690113	66606304	66606357	54	100	3.00E-16
Chr07	82690113	19758577	19758662	86	84.88372093	9.00E-16
Chr07	82690113	19758577	19758662	86	84.88372093	9.00E-16
Chr07	82690113	22090388	22090494	107	79.43925234	1.00E-14
Chr07	82690113	82632574	82632639	66	90.90909091	1.00E-14
Chr07	82690113	66033216	66033445	230	69.62025316	4.00E-14
Chr07	82690113	66033216	66033445	230	69.62025316	4.00E-14
Chr07	82690113	70102902	70102956	55	96.36363636	4.00E-14
Chr07	82690113	70102902	70102956	55	96.36363636	4.00E-14
Chr07	82690113	7374179	7374261	83	83.13253012	1.00E-13
Chr07	82690113	7374179	7374261	83	83.13253012	1.00E-13
Chr07	82690113	28327461	28327522	62	91.93548387	1.00E-13
Chr07	82690113	28327461	28327522	62	91.93548387	1.00E-13
Chr07	82690113	53905781	53905874	94	80.85106383	1.00E-13
Chr07	82690113	23597617	23597686	70	87.14285714	2.00E-12
Chr07	82690113	26272257	26272354	98	79.7979798	2.00E-12
Chr07	82690113	26272257	26272354	98	79.7979798	2.00E-12
Chr07	82690113	12956461	12956512	52	94.23076923	7.00E-11
Chr07	82690113	12956461	12956512	52	94.23076923	7.00E-11
Chr07	82690113	20733641	20733728	88	80.8988764	7.00E-11
Chr07	82690113	59586739	59586868	130	74.43609023	7.00E-11
Chr07	82690113	77852112	77852171	60	91.66666667	7.00E-11
Chr07	82690113	77852112	77852171	60	91.66666667	7.00E-11
Chr07	82690113	8492769	8492816	48	96	2.00E-10
Chr07	82690113	8492769	8492816	48	96	2.00E-10
Chr07	82690113	28327587	28327638	52	94.33962264	2.00E-10
Chr07	82690113	70573787	70573864	78	82.05128205	2.00E-10
Chr07	82690113	10393561	10393678	118	74.38016529	8.00E-10
Chr07	82690113	17702852	17702939	88	80.43478261	8.00E-10
Chr07	82690113	28463379	28463439	61	88.70967742	8.00E-10
Chr07	82690113	28463379	28463439	61	88.70967742	8.00E-10
Chr07	82690113	77245425	77245482	58	89.83050847	8.00E-10
Chr07	82690113	12222878	12222918	41	100	3.00E-09
Chr07	82690113	12222878	12222918	41	100	3.00E-09
Chr07	82690113	28463227	28463279	53	92.72727273	3.00E-09
Chr07	82690113	60628853	60628900	48	94	3.00E-09
Chr07	82690113	60628853	60628900	48	94	3.00E-09
Chr07	82690113	64860266	64860321	56	89.28571429	3.00E-09
Chr07	82690113	76111142	76111207	66	84.84848485	3.00E-09
Chr07	82690113	76111142	76111207	66	84.84848485	3.00E-09
Chr07	82690113	5819768	5819837	70	83.33333333	1.00E-08
Chr07	82690113	5819768	5819837	70	83.33333333	1.00E-08
Chr07	82690113	64860190	64860257	68	83.82352941	1.00E-08
Chr07	82690113	12825120	12825158	39	100	4.00E-08
Chr07	82690113	33484137	33484175	39	100	4.00E-08
Chr07	82690113	33484137	33484175	39	100	4.00E-08
Chr07	82690113	1775206	1775243	38	100	1.00E-07
Chr07	82690113	1775206	1775243	38	100	1.00E-07
Chr07	82690113	5727070	5727139	70	81.94444444	1.00E-07
Chr07	82690113	5727070	5727139	70	81.94444444	1.00E-07
Chr07	82690113	5747210	5747279	70	81.94444444	1.00E-07
Chr07	82690113	5747210	5747279	70	81.94444444	1.00E-07
Chr07	82690113	5751820	5751889	70	81.94444444	1.00E-07
Chr07	82690113	5751820	5751889	70	81.94444444	1.00E-07
Chr07	82690113	5756423	5756492	70	81.94444444	1.00E-07
Chr07	82690113	5756423	5756492	70	81.94444444	1.00E-07
Chr07	82690113	5761004	5761073	70	81.94444444	1.00E-07
Chr07	82690113	5761004	5761073	70	81.94444444	1.00E-07
Chr07	82690113	5765584	5765653	70	81.94444444	1.00E-07
Chr07	82690113	5765584	5765653	70	81.94444444	1.00E-07
Chr07	82690113	5808903	5808972	70	81.94444444	1.00E-07
Chr07	82690113	5808903	5808972	70	81.94444444	1.00E-07
Chr07	82690113	62099877	62099928	52	92.30769231	1.00E-07
Chr07	82690113	5776212	5776280	69	81.69014085	4.00E-07
Chr07	82690113	5776212	5776280	69	81.69014085	4.00E-07
Chr07	82690113	3277930	3277965	36	100	1.00E-06
Chr07	82690113	5828519	5828589	71	80.82191781	1.00E-06
Chr07	82690113	5828519	5828589	71	80.82191781	1.00E-06
Chr07	82690113	21660612	21660650	39	97.43589744	1.00E-06
Chr07	82690113	62829420	62829479	60	81.81818182	1.00E-06
Chr07	82690113	62829420	62829479	60	81.81818182	1.00E-06
Chr07	82690113	63726025	63726079	55	87.71929825	1.00E-06
Chr07	82690113	72357562	72357732	171	71.02272727	1.00E-06
Chr08	79494678	31661725	31662410	686	76.68965517	3.00E-149
Chr08	79494678	20315581	20315939	359	90.36458333	2.00E-145
Chr08	79494678	21072484	21072831	348	93.12320917	4.00E-140
Chr08	79494678	21072484	21072831	348	93.12320917	4.00E-140
Chr08	79494678	26220354	26220682	329	93.61702128	3.00E-136
Chr08	79494678	26220354	26220682	329	93.61702128	3.00E-136
Chr08	79494678	16914419	16914694	276	98.55072464	3.00E-130
Chr08	79494678	78536644	78536942	299	94.66666667	5.00E-127
Chr08	79494678	25970920	25971175	256	98.828125	1.00E-121
Chr08	79494678	31661231	31661719	489	76.77165354	1.00E-109
Chr08	79494678	44090396	44090660	265	92.48120301	1.00E-102
Chr08	79494678	12178276	12178546	271	86.21908127	5.00E-89
Chr08	79494678	19814389	19814640	252	89.72332016	2.00E-88
Chr08	79494678	19814389	19814640	252	89.72332016	2.00E-88
Chr08	79494678	2507332	2507616	285	84.26573427	3.00E-85
Chr08	79494678	79303225	79303480	256	86.71875	3.00E-78
Chr08	79494678	75987929	75988159	231	87.23404255	3.00E-73
Chr08	79494678	14039483	14039687	205	82.32931727	9.00E-73
Chr08	79494678	14046480	14046684	205	82.32931727	9.00E-73
Chr08	79494678	21449228	21449443	216	89.35185185	1.00E-71
Chr08	79494678	78536452	78536643	192	91.95979899	5.00E-70
Chr08	79494678	78536452	78536643	192	91.95979899	5.00E-70
Chr08	79494678	20864447	20864669	223	86.5470852	8.00E-67
Chr08	79494678	19320520	19320672	153	98.03921569	1.00E-65
Chr08	79494678	19320520	19320672	153	98.03921569	1.00E-65
Chr08	79494678	24902583	24902780	198	88.94472362	1.00E-64
Chr08	79494678	16371994	16372251	258	80.52434457	3.00E-60
Chr08	79494678	22400468	22400619	152	95.4248366	3.00E-59
Chr08	79494678	74232659	74232797	139	97.84172662	4.00E-58
Chr08	79494678	21551403	21551572	170	91.22807018	1.00E-57
Chr08	79494678	23521334	23521556	223	83.92857143	2.00E-55
Chr08	79494678	1070773	1070942	170	88.30409357	4.00E-52
Chr08	79494678	1070773	1070942	170	88.30409357	4.00E-52
Chr08	79494678	52714588	52714728	141	92.90780142	6.00E-50
Chr08	79494678	52714588	52714728	141	92.90780142	6.00E-50
Chr08	79494678	20863753	20863923	171	84.91620112	1.00E-46
Chr08	79494678	75736246	75736464	219	79.91071429	5.00E-44
Chr08	79494678	19320673	19320778	106	98.13084112	3.00E-41
Chr08	79494678	19320673	19320778	106	98.13084112	3.00E-41
Chr08	79494678	20863370	20863519	150	88	9.00E-41
Chr08	79494678	64255248	64255464	217	78.89908257	3.00E-40
Chr08	79494678	64255248	64255464	217	78.89908257	3.00E-40
Chr08	79494678	77330574	77330771	198	79.7979798	4.00E-39
Chr08	79494678	77330574	77330771	198	79.7979798	4.00E-39
Chr08	79494678	7029381	7029538	158	82.27848101	2.00E-36
Chr08	79494678	7029381	7029538	158	82.27848101	2.00E-36
Chr08	79494678	20864154	20864272	119	90.75630252	2.00E-36
Chr08	79494678	21557738	21557885	148	85.23489933	2.00E-36
Chr08	79494678	35311571	35311699	129	88.37209302	2.00E-36
Chr08	79494678	35312643	35312771	129	88.37209302	2.00E-36
Chr08	79494678	35313715	35313843	129	88.37209302	2.00E-36
Chr08	79494678	53025731	53025861	131	88.72180451	2.00E-36
Chr08	79494678	53025731	53025861	131	88.72180451	2.00E-36
Chr08	79494678	68438206	68438352	147	85.81081081	2.00E-36
Chr08	79494678	61898420	61898547	128	88.28125	9.00E-35
Chr08	79494678	51965394	51965479	86	100	1.00E-33
Chr08	79494678	51965394	51965479	86	100	1.00E-33
Chr08	79494678	7132624	7132769	146	83.78378378	4.00E-33
Chr08	79494678	68440213	68440332	120	89.25619835	4.00E-33
Chr08	79494678	78503084	78503178	95	94.73684211	2.00E-31
Chr08	79494678	17463645	17463739	95	93.68421053	2.00E-30
Chr08	79494678	8120642	8120765	124	84.2519685	8.00E-29
Chr08	79494678	8120642	8120765	124	84.2519685	8.00E-29
Chr08	79494678	5535203	5535302	100	90	1.00E-26
Chr08	79494678	5535203	5535302	100	90	1.00E-26
Chr08	79494678	78536332	78536457	126	84.12698413	1.00E-26
Chr08	79494678	78536332	78536457	126	84.12698413	1.00E-26
Chr08	79494678	69146672	69146826	155	77.4566474	4.00E-26
Chr08	79494678	18359942	18360037	96	86.53846154	5.00E-25
Chr08	79494678	18359942	18360037	96	86.53846154	5.00E-25
Chr08	79494678	77332218	77332301	84	94.04761905	2.00E-24
Chr08	79494678	3858046	3858138	93	90.32258065	6.00E-24
Chr08	79494678	3858046	3858138	93	90.32258065	6.00E-24
Chr08	79494678	5523797	5523896	100	88	6.00E-24
Chr08	79494678	5523797	5523896	100	88	6.00E-24
Chr08	79494678	67014763	67014855	93	90.42553191	2.00E-23
Chr08	79494678	1166792	1166883	92	88.29787234	3.00E-21
Chr08	79494678	1166792	1166883	92	88.29787234	3.00E-21
Chr08	79494678	5546553	5546651	99	87	3.00E-21
Chr08	79494678	5546553	5546651	99	87	3.00E-21
Chr08	79494678	31783410	31783501	92	89.13043478	3.00E-21
Chr08	79494678	31783410	31783501	92	89.13043478	3.00E-21
Chr08	79494678	78045615	78045707	93	86.02150538	1.00E-19
Chr08	79494678	15501541	15501667	127	79.06976744	5.00E-19
Chr08	79494678	32450571	32450802	232	70.2811245	5.00E-19
Chr08	79494678	49004590	49004648	59	100	5.00E-19
Chr08	79494678	35164769	35164867	99	83	7.00E-17
Chr08	79494678	12732185	12732290	106	78.04878049	3.00E-16
Chr08	79494678	22731415	22731491	77	88.31168831	3.00E-16
Chr08	79494678	73314049	73314149	101	81.18811881	3.00E-15
Chr08	79494678	73314049	73314149	101	81.18811881	3.00E-15
Chr08	79494678	74477201	74477274	74	87.83783784	1.00E-14
Chr08	79494678	31782806	31782884	79	86.07594937	4.00E-14
Chr08	79494678	31782806	31782884	79	86.07594937	4.00E-14
Chr08	79494678	5523739	5523795	57	94.73684211	1.00E-13
Chr08	79494678	5523739	5523795	57	94.73684211	1.00E-13
Chr08	79494678	5535145	5535201	57	94.73684211	1.00E-13
Chr08	79494678	5535145	5535201	57	94.73684211	1.00E-13
Chr08	79494678	5546495	5546551	57	94.73684211	1.00E-13
Chr08	79494678	5546495	5546551	57	94.73684211	1.00E-13
Chr08	79494678	7822677	7822747	71	87.32394366	5.00E-13
Chr08	79494678	7822677	7822747	71	87.32394366	5.00E-13
Chr08	79494678	8120535	8120587	53	96.2962963	2.00E-12
Chr08	79494678	24352734	24352800	67	89.55223881	2.00E-12
Chr08	79494678	27400947	27401023	77	84.41558442	2.00E-12
Chr08	79494678	35220711	35220808	98	78.57142857	2.00E-12
Chr08	79494678	10749073	10749197	125	75.78125	6.00E-12
Chr08	79494678	28132732	28132795	64	89.0625	6.00E-12
Chr08	79494678	28132732	28132795	64	89.0625	6.00E-12
Chr08	79494678	66651158	66651242	85	82.35294118	6.00E-12
Chr08	79494678	66651158	66651242	85	82.35294118	6.00E-12
Chr08	79494678	68439360	68439449	90	81.31868132	6.00E-12
Chr08	79494678	17316147	17316213	67	86.56716418	7.00E-11
Chr08	79494678	15481389	15481439	51	94.11764706	2.00E-10
Chr08	79494678	15481389	15481439	51	94.11764706	2.00E-10
Chr08	79494678	76751498	76751550	53	92.45283019	2.00E-10
Chr08	79494678	726125	726179	55	90.90909091	8.00E-10
Chr08	79494678	3857617	3857676	60	88.33333333	8.00E-10
Chr08	79494678	3857617	3857676	60	88.33333333	8.00E-10
Chr08	79494678	14039442	14039483	42	100	8.00E-10
Chr08	79494678	14046439	14046480	42	100	8.00E-10
Chr08	79494678	21449670	21449725	56	91.22807018	8.00E-10
Chr08	79494678	51965415	51965456	42	100	8.00E-10
Chr08	79494678	71896157	71896213	57	89.83050847	8.00E-10
Chr08	79494678	71896157	71896213	57	89.83050847	8.00E-10
Chr08	79494678	6056049	6056094	46	95.65217391	3.00E-09
Chr08	79494678	9458975	9459050	76	82.89473684	3.00E-09
Chr08	79494678	22931818	22931868	51	92.15686275	3.00E-09
Chr08	79494678	24777139	24777197	59	88.13559322	3.00E-09
Chr08	79494678	24016118	24016314	197	68.68686869	1.00E-08
Chr08	79494678	24016118	24016314	197	68.68686869	1.00E-08
Chr08	79494678	63177099	63177163	65	84.61538462	1.00E-08
Chr08	79494678	22000179	22000220	42	97.61904762	4.00E-08
Chr08	79494678	51370458	51370524	67	83.58208955	4.00E-08
Chr08	79494678	63538621	63538697	77	80.51948052	4.00E-08
Chr08	79494678	63538621	63538697	77	80.51948052	4.00E-08
Chr08	79494678	59748011	59748051	41	97.56097561	1.00E-07
Chr08	79494678	75518320	75518357	38	100	1.00E-07
Chr08	79494678	15143691	15143737	47	91.4893617	4.00E-07
Chr08	79494678	18939893	18939980	88	77.77777778	1.00E-06
Chr08	79494678	42974983	42975117	135	70.27027027	1.00E-06
Chr08	79494678	45512008	45512071	64	82.8125	1.00E-06
Chr08	79494678	45512008	45512071	64	82.8125	1.00E-06
Chr08	79494678	57582794	57582861	68	82.35294118	1.00E-06
Chr08	79494678	57582794	57582861	68	82.35294118	1.00E-06
Chr08	79494678	74242650	74242685	36	100	1.00E-06
Chr09	74699160	18036436	18036871	436	95.04504505	0
Chr09	74699160	23210274	23210702	429	99.53379953	0
Chr09	74699160	33516380	33519968	3589	99.63798385	0
Chr09	74699160	1186031	1186340	310	99.35483871	2.00E-151
Chr09	74699160	59534958	59535250	293	99.65870307	2.00E-143
Chr09	74699160	59534958	59535250	293	99.65870307	2.00E-143
Chr09	74699160	59070677	59070966	290	99.31034483	1.00E-141
Chr09	74699160	59070677	59070966	290	99.31034483	1.00E-141
Chr09	74699160	2198313	2198640	328	94.87951807	3.00E-141
Chr09	74699160	2198313	2198640	328	94.87951807	3.00E-141
Chr09	74699160	67465799	67466280	482	81.03448276	3.00E-135
Chr09	74699160	67465799	67466280	482	81.03448276	3.00E-135
Chr09	74699160	72431693	72431968	276	95.78947368	2.00E-126
Chr09	74699160	72431693	72431968	276	95.78947368	2.00E-126
Chr09	74699160	8524271	8524586	316	93.05993691	6.00E-126
Chr09	74699160	71827371	71827585	215	99.07407407	2.00E-100
Chr09	74699160	36005497	36005786	290	86.55172414	6.00E-100
Chr09	74699160	63221838	63222213	376	81.65829146	2.00E-99
Chr09	74699160	63983717	63983987	271	87.82287823	5.00E-89
Chr09	74699160	55027903	55028080	178	99.43820225	6.00E-81
Chr09	74699160	55027903	55028080	178	99.43820225	6.00E-81
Chr09	74699160	2235515	2235707	193	92.74611399	9.00E-73
Chr09	74699160	2235515	2235707	193	92.74611399	9.00E-73
Chr09	74699160	2235302	2235513	212	88.68778281	1.00E-71
Chr09	74699160	2235302	2235513	212	88.68778281	1.00E-71
Chr09	74699160	243458	243682	225	87.11111111	2.00E-69
Chr09	74699160	48463919	48464073	155	98.70967742	2.00E-68
Chr09	74699160	62776014	62776296	283	80.55555556	3.00E-66
Chr09	74699160	23274456	23274599	144	100	3.00E-65
Chr09	74699160	3928126	3928396	271	78.83959044	4.00E-64
Chr09	74699160	65722217	65722507	291	80.20134228	5.00E-63
Chr09	74699160	57286309	57286528	220	79.92125984	8.00E-61
Chr09	74699160	15867865	15868003	139	97.84172662	4.00E-58
Chr09	74699160	18211719	18211860	142	94.36619718	3.00E-53
Chr09	74699160	18211719	18211860	142	94.36619718	3.00E-53
Chr09	74699160	63277410	63277579	170	87.05882353	3.00E-47
Chr09	74699160	69188204	69188387	184	84.21052632	1.00E-44
Chr09	74699160	71922505	71922722	218	80.90909091	1.00E-44
Chr09	74699160	3274260	3274486	227	75.80645161	5.00E-44
Chr09	74699160	3274260	3274486	227	75.80645161	5.00E-44
Chr09	74699160	69188058	69188208	151	88.15789474	5.00E-44
Chr09	74699160	30875785	30875948	164	84.09090909	6.00E-43
Chr09	74699160	30875785	30875948	164	84.09090909	6.00E-43
Chr09	74699160	58404121	58404312	192	80.41237113	6.00E-43
Chr09	74699160	5546771	5546953	183	80.87431694	8.00E-42
Chr09	74699160	60264920	60265102	183	80.87431694	8.00E-42
